From.Grade,To.Grade,Is.Non.Annual.,Days,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Cancelled.Pax,Total.Discount.Pax,CRM.Segment,Parent.Meeting.Flag,Total.School.Enrollment,EZ.Pay.Take.Up.Rate,School.Sponsor,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,Retained.in.2012.
8,8,0,5,1975,6,2,0.6,3,1,10,1,538,0.2,0,10,11,1975,1,257,257,0.018587361,0.909090909,1,1
8,8,0,4,876,29,1,0.58,3,3,10,1,525,0.26,0,50,53,876,1,250,250,0.095238095,0.943396226,3,1
8,8,0,4,876,20,1,0.625,1,2,10,1,515,0.219,0,32,34,876,1,249,249,0.062135922,0.941176471,2,1
8,8,0,5,2215,6,2,0.75,0,1,10,1,806,0.5,0,8,9,2215,1,263,263,0.009925558,0.888888889,1,0
8,9,0,5,1940,11,4,0.917,5,1,10,1,808,0.25,0,12,13,1940,1,250,250,0.014851485,0.923076923,1,1
7,7,0,5,1610,34,0,0.642,0,3,5,1,650,0.189,0,53,56,1610,1,249,249,0.081538462,0.946428571,3,1
8,8,0,5,1676,19,5,0.487,5,3,10,1,359,0.128,0,39,42,1676,1,291,291,0.108635097,0.928571429,3,1
8,8,0,5,1912,18,6,0.692,9,2,3,1,508,0.308,0,26,28,1912,1,258,258,0.051181102,0.928571429,2,1
8,8,0,5,2290,2,0,0.5,0,1,5,1,1025,0.5,0,4,5,2290,1,251,251,0.003902439,0.8,1,1
8,8,0,5,1943,33,5,0.846,8,3,10,1,510,0.256,0,39,42,1943,1,250,250,0.076470588,0.928571429,3,1
7,8,0,5,2016,6,1,0.75,1,1,10,1,786,0.375,0,8,9,2016,1,263,263,0.010178117,0.888888889,1,0
11,11,0,5,2049,5,7,0.625,8,1,8,1,2175,0.375,0,8,9,2049,1,250,250,0.003678161,0.888888889,1,0
6,8,1,5,929,28,2,0.622,2,3,10,1,275,0.156,0,45,48,929,2,370,243,0.163636364,0.9375,3,0
7,8,1,3,1324,9,0,0.818,0,1,10,1,300,0.546,0,11,12,1324,1,259,259,0.036666667,0.916666667,1,0
7,8,1,3,1318,7,0,0.778,0,1,10,1,250,0.333,0,9,10,1318,1,264,264,0.036,0.9,1,0
7,8,0,3,1193,6,11,0.6,13,1,10,1,700,0.2,0,10,11,1193,1,273,273,0.014285714,0.909090909,1,0
6,8,0,3,1249,5,1,1,0,1,10,1,340,0.2,0,5,6,1249,1,245,245,0.014705882,0.833333333,1,0
8,8,0,4,1910,18,5,0.462,8,6,10,1,897,0.385,0,39,45,1910,1,245,245,0.043478261,0.866666667,6,1
8,8,0,4,1649,15,1,0.6,3,1,10,1,230,0.08,0,25,26,1649,1,251,251,0.108695652,0.961538462,1,1
8,8,0,4,1656,33,1,0.66,3,3,10,1,830,0.36,0,50,53,1656,1,246,246,0.060240964,0.943396226,3,1
8,8,0,4,1549,21,4,0.677,5,1,10,1,347,0.323,0,31,32,1549,1,275,275,0.089337176,0.96875,1,1
8,8,0,4,609,50,8,0.37,14,8,10,1,1174,0.163,0,135,143,609,1,250,250,0.114991482,0.944055944,8,1
6,8,0,4,1762,7,4,0.5,4,2,10,1,600,0.286,0,14,16,1762,1,281,281,0.023333333,0.875,2,0
7,8,0,4,1650,7,4,0.438,6,2,5,1,610,0.313,1,16,18,1650,1,203,203,0.026229508,0.888888889,2,0
8,8,0,4,1523,18,1,0.621,3,3,10,1,575,0.241,0,29,32,1523,1,271,271,0.050434783,0.90625,3,1
8,8,0,4,1536,24,6,0.8,7,3,5,1,840,0.3,0,30,33,1536,1,259,259,0.035714286,0.909090909,3,1
8,8,0,4,760,88,8,0.672,9,12,5,1,530,0.137,1,131,143,760,1,237,237,0.247169811,0.916083916,12,1
7,8,0,4,1553,13,1,0.684,1,1,10,1,600,0.526,0,19,20,1553,2,271,15,0.031666667,0.95,1,1
8,8,0,4,1410,31,2,0.564,4,4,10,1,661,0.382,0,55,59,1410,1,265,265,0.083207262,0.93220339,4,1
7,8,0,4,1396,26,3,0.867,3,2,10,1,928,0.367,0,30,32,1396,1,271,271,0.032327586,0.9375,2,1
8,8,0,4,1587,16,2,1,2,2,10,1,336,0.25,0,16,18,1587,2,377,237,0.047619048,0.888888889,2,0
7,8,1,4,1228,14,6,0.778,7,2,10,1,399,0.5,0,18,20,1228,1,273,273,0.045112782,0.9,2,0
8,8,0,4,1651,19,7,0.792,6,3,10,1,917,0.458,0,24,27,1651,1,258,258,0.026172301,0.888888889,3,1
7,8,1,4,1583,2,13,0.4,15,1,10,1,125,0.2,0,5,6,1583,2,385,260,0.04,0.833333333,1,0
11,12,0,4,1557,3,0,1,3,1,8,1,2000,0.667,0,3,4,1557,2,273,259,0.0015,0.75,1,0
7,8,1,4,1478,34,4,0.791,4,3,10,1,550,0.372,0,43,46,1478,1,259,259,0.078181818,0.934782609,3,0
7,12,1,4,1592,12,1,0.923,2,1,1,1,230,0.539,0,13,14,1592,2,414,287,0.056521739,0.928571429,1,1
8,8,0,5,1910,48,4,0.403,4,10,10,1,590,0.319,0,119,129,1910,2,407,266,0.201694915,0.92248062,10,1
8,8,0,5,1899,20,4,0.769,6,3,10,1,549,0.308,0,26,29,1899,1,278,278,0.047358834,0.896551724,3,1
8,8,1,5,1899,39,0,0.609,0,6,10,1,184,0.25,0,64,70,1899,2,433,265,0.347826087,0.914285714,6,0
8,8,0,5,808,14,0,0.378,2,2,10,1,611,0.297,0,37,39,808,1,244,244,0.060556465,0.948717949,2,1
8,8,0,5,1629,16,0,0.8,1,2,10,1,151,0.2,0,20,22,1629,1,264,264,0.132450331,0.909090909,2,1
8,8,0,5,2061,14,8,0.933,6,2,10,1,150,0.6,0,15,17,2061,1,377,377,0.1,0.882352941,2,0
8,8,0,4,1768,16,5,0.485,7,3,10,1,266,0.424,0,33,36,1768,1,266,266,0.12406015,0.916666667,3,1
8,8,0,5,853,12,2,0.375,3,3,10,1,300,0.188,0,32,35,853,2,379,280,0.106666667,0.914285714,3,1
7,8,1,5,774,23,6,0.622,9,5,10,1,520,0.189,0,37,42,774,1,259,259,0.071153846,0.880952381,5,0
7,8,0,5,2165,12,1,0.8,4,2,10,1,470,0.133,0,15,17,2165,1,238,238,0.031914894,0.882352941,2,0
11,12,1,5,1898,20,8,0.571,8,5,10,1,292,0.429,0,35,40,1898,1,749,749,0.119863014,0.875,5,0
7,8,1,5,1499,11,0,0.55,0,3,10,1,248,0.75,0,20,23,1499,2,407,251,0.080645161,0.869565217,3,0
8,8,0,5,1987,13,7,0.765,8,2,10,1,360,0.294,0,17,19,1987,1,273,273,0.047222222,0.894736842,2,1
8,8,0,5,1715,25,4,0.581,5,3,10,1,509,0.326,0,43,46,1715,1,259,259,0.084479371,0.934782609,3,1
8,8,0,3,688,15,2,0.79,3,1,10,1,550,0.158,0,19,20,688,1,245,245,0.034545455,0.95,1,1
8,8,0,4,1529,48,14,0.686,20,6,10,1,800,0.214,0,70,76,1529,1,272,272,0.0875,0.921052632,6,1
6,8,1,5,1774,2,1,0.286,7,2,4,1,170,0,1,7,9,1774,2,378,224,0.041176471,0.777777778,2,1
8,8,0,4,822,25,4,0.735,5,2,10,1,582,0.265,0,34,36,822,1,264,264,0.058419244,0.944444444,2,1
8,8,0,5,2140,20,1,0.769,2,3,10,1,250,0.308,0,26,29,2140,1,243,243,0.104,0.896551724,3,1
7,8,0,5,1728,12,7,0.75,10,3,10,1,1310,0.313,0,16,19,1728,2,425,272,0.01221374,0.842105263,3,1
8,8,0,5,1654,8,4,0.889,3,1,5,1,1111,0.222,0,9,10,1654,2,397,265,0.00810081,0.9,1,1
8,8,0,5,2226,13,1,0.867,6,3,10,1,594,0.2,0,15,18,2226,1,259,259,0.025252525,0.833333333,3,0
9,9,0,5,2114,4,4,1,11,1,8,1,710,0,0,4,5,2114,1,257,257,0.005633803,0.8,1,1
7,8,0,5,1948,2,2,0.286,2,1,10,1,530,0.143,0,7,8,1948,1,237,237,0.013207547,0.875,1,0
9,12,0,5,2226,2,1,0.333,2,1,8,1,851,0.333,0,6,7,2226,1,230,230,0.007050529,0.857142857,1,0
8,8,0,3,688,15,3,0.882,5,1,10,1,523,0.118,0,17,18,688,2,246,224,0.03250478,0.944444444,1,1
11,11,0,5,1898,6,0,0.462,0,1,10,1,490,0.462,0,13,14,1898,1,219,219,0.026530612,0.928571429,1,1
8,8,0,5,1788,10,1,0.588,2,2,5,1,541,0.235,0,17,19,1788,1,175,175,0.03142329,0.894736842,2,0
7,8,0,5,2006,8,3,0.8,8,1,10,1,897,0.1,0,10,11,2006,1,196,196,0.011148272,0.909090909,1,0
7,8,0,5,2123,34,6,0.872,7,5,10,1,813,0.308,1,39,44,2123,1,266,266,0.04797048,0.886363636,5,1
7,8,0,6,2400,7,2,0.539,3,1,10,1,750,0.154,0,13,14,2400,1,272,272,0.017333333,0.928571429,1,1
4,4,0,2,615,20,4,0.556,2,2,5,1,470,0.111,1,36,38,615,1,261,261,0.076595745,0.947368421,2,1
4,4,0,2,567,5,1,0.263,3,1,4,1,398,0.368,1,19,20,567,2,244,225,0.047738693,0.95,1,0
4,4,0,2,599,4,2,0.333,3,1,4,1,632,0,1,12,13,599,1,251,251,0.018987342,0.923076923,1,0
8,8,0,3,1139,25,2,0.781,3,3,10,1,898,0.219,0,32,35,1139,1,261,261,0.035634744,0.914285714,3,1
8,8,0,3,1173,17,7,0.586,8,3,10,1,319,0.345,0,29,32,1173,1,265,265,0.090909091,0.90625,3,1
8,8,0,3,599,37,5,0.514,6,8,5,1,486,0.278,0,72,80,599,2,232,219,0.148148148,0.9,8,1
7,8,0,3,1366,4,2,0.8,3,1,10,1,596,0.4,0,5,6,1366,1,260,260,0.008389262,0.833333333,1,0
6,7,0,3,1869,6,0,0.857,0,1,10,1,928,0.429,0,7,8,1869,1,281,281,0.007543103,0.875,1,1
7,8,0,3,1478,8,4,0.667,4,1,5,1,1368,0.083,0,12,13,1478,2,386,246,0.00877193,0.923076923,1,0
8,8,0,3,1067,17,2,0.515,3,3,5,1,800,0.152,0,33,36,1067,1,253,253,0.04125,0.916666667,3,1
6,7,1,3,1315,9,5,1,6,1,4,1,325,0.111,0,9,10,1315,1,274,274,0.027692308,0.9,1,0
6,8,0,3,2042,3,1,1,4,2,10,1,500,0,0,3,5,2042,1,261,261,0.006,0.6,2,1
8,8,0,3,949,33,3,0.846,4,3,10,1,791,0.385,0,39,42,949,1,237,237,0.049304678,0.928571429,3,1
7,8,1,4,1399,38,2,0.809,2,3,5,1,548,0.298,0,47,50,1399,1,261,261,0.085766423,0.94,3,0
7,8,0,4,1664,7,2,0.5,1,1,5,1,530,0.214,0,14,15,1664,2,408,261,0.026415094,0.933333333,1,1
7,7,0,4,1388,27,5,0.675,6,3,10,1,600,0.225,0,40,43,1388,1,281,281,0.066666667,0.930232558,3,1
5,8,1,4,1694,8,3,0.889,7,1,1,1,70,0.111,0,9,10,1694,2,379,358,0.128571429,0.9,1,0
8,8,0,4,1631,20,9,0.769,11,3,10,1,463,0,0,26,29,1631,1,274,274,0.056155508,0.896551724,3,1
11,12,0,4,2331,4,0,0.5,1,2,8,1,256,0.625,0,8,10,2331,2,253,224,0.03125,0.8,2,0
7,8,1,4,1520,22,2,0.667,1,3,5,1,780,0.424,0,33,36,1520,2,406,259,0.042307692,0.916666667,3,0
6,8,0,4,1498,8,7,0.727,7,1,10,1,525,0.091,0,11,12,1498,1,231,231,0.020952381,0.916666667,1,0
8,8,0,4,1631,10,1,0.526,3,2,5,1,819,0.263,0,19,21,1631,1,202,202,0.023199023,0.904761905,2,1
9,12,0,4,1648,3,1,1,5,1,7,1,350,0,0,3,4,1648,2,377,260,0.008571429,0.75,1,0
6,8,0,4,1578,4,2,1,2,1,1,1,505,0.25,0,4,5,1578,1,259,259,0.007920792,0.8,1,0
7,8,1,4,1815,12,4,0.75,8,2,10,1,510,0.188,0,16,18,1815,1,266,266,0.031372549,0.888888889,2,1
6,8,0,4,889,4,0,0.444,5,1,3,1,200,0,0,9,10,889,2,407,251,0.045,0.9,1,0
6,9,0,4,1790,5,0,1,1,1,5,1,457,0,0,5,6,1790,2,400,259,0.010940919,0.833333333,1,0
7,8,0,4,1837,6,1,0.5,3,1,6,1,772,0.167,0,12,13,1837,1,246,246,0.015544041,0.923076923,1,0
6,8,0,4,1611,8,1,1,1,1,6,1,550,0.125,0,8,9,1611,1,202,202,0.014545455,0.888888889,1,0
8,8,0,5,1799,5,4,0.357,10,3,10,1,540,0.071,0,14,17,1799,1,212,212,0.025925926,0.823529412,3,1
6,8,1,5,2129,33,2,0.733,3,3,10,1,365,0.333,0,45,48,2129,1,279,279,0.123287671,0.9375,3,0
8,8,0,5,1934,2,1,1,1,1,5,1,301,0,0,2,3,1934,1,239,239,0.006644518,0.666666667,1,0
8,8,0,5,1917,19,2,0.559,5,2,10,1,325,0.324,0,34,36,1917,1,250,250,0.104615385,0.944444444,2,1
6,6,0,5,1979,20,4,0.741,4,2,7,1,812,0.482,0,27,29,1979,1,279,279,0.033251232,0.931034483,2,1
8,8,0,5,1957,3,2,0.3,2,1,10,1,164,0.3,0,10,11,1957,1,252,252,0.06097561,0.909090909,1,1
8,8,0,5,759,34,7,0.723,7,2,10,1,686,0.213,0,47,49,759,1,254,254,0.06851312,0.959183673,2,1
8,8,0,5,1640,7,0,0.412,0,2,5,1,238,0.471,0,17,19,1640,1,251,251,0.071428571,0.894736842,2,1
7,12,1,5,1897,11,1,0.688,1,1,10,1,200,0.063,0,16,17,1897,1,258,258,0.08,0.941176471,1,0
8,8,0,4,461,32,1,0.405,2,4,10,1,337,0.279,0,79,83,461,2,384,231,0.234421365,0.951807229,4,1
7,8,1,5,1879,12,0,0.667,1,2,10,1,804,0.111,0,18,20,1879,1,260,260,0.02238806,0.9,2,0
7,8,0,5,469,19,5,0.704,5,2,2,1,920,0.333,0,27,29,469,2,428,215,0.029347826,0.931034483,2,0
7,8,0,5,1945,16,1,0.889,3,2,10,1,290,0.722,0,18,20,1945,1,219,219,0.062068966,0.9,2,0
8,8,0,3,599,1,0,0.013,3,13,1,1,1528,0,0,75,88,599,1,176,176,0.04908377,0.852272727,13,1
6,8,1,5,2271,3,3,0.6,4,1,6,1,652,0.2,0,5,6,2271,2,252,250,0.007668712,0.833333333,1,0
7,8,0,5,2004,4,2,0.667,2,1,5,1,395,0,0,6,7,2004,2,359,247,0.015189873,0.857142857,1,0
8,8,0,5,2011,12,9,0.75,12,2,5,1,786,0.063,0,16,18,2011,1,282,282,0.020356234,0.888888889,2,1
8,8,0,5,1976,12,1,0.667,4,2,7,1,1387,0.222,0,18,20,1976,1,267,267,0.01297765,0.9,2,0
7,8,0,5,2008,3,2,1,4,1,4,1,238,0.333,0,3,4,2008,1,252,252,0.012605042,0.75,1,0
6,8,0,5,2091,2,1,0.5,1,1,7,1,600,0.75,0,4,5,2091,2,253,205,0.006666667,0.8,1,0
8,8,0,3,439,18,0,0.857,0,2,10,1,583,0.095,0,21,23,439,2,240,219,0.036020583,0.913043478,2,1
8,8,0,4,489,25,3,0.758,2,2,10,1,467,0.212,0,33,35,489,1,239,239,0.070663812,0.942857143,2,1
7,8,0,5,1999,5,7,0.455,8,2,10,1,850,0,0,11,13,1999,1,230,230,0.012941176,0.846153846,2,0
7,8,0,5,749,1,5,0.083,9,2,10,1,510,0,0,12,14,749,1,218,218,0.023529412,0.857142857,2,0
5,8,0,3,439,46,3,0.541,3,9,2,1,525,0.188,0,85,94,439,1,176,176,0.161904762,0.904255319,9,0
8,8,0,3,499,23,0,0.451,0,3,10,1,1486,0.039,0,51,54,499,2,133,120,0.034320323,0.944444444,3,1
8,8,1,6,2099,44,8,0.846,9,5,10,1,1201,0.212,0,52,57,2099,2,468,273,0.043297252,0.912280702,5,0
5,6,1,6,1979,18,2,0.383,4,3,4,1,402,0.34,0,47,50,1979,2,461,272,0.116915423,0.94,3,0
7,8,0,7,1219,58,6,0.866,6,11,10,1,818,0.254,0,67,78,1219,1,252,252,0.08190709,0.858974359,11,1
8,8,0,1,79,13,0,0.118,5,10,10,1,926,0.027,0,110,120,79,1,253,253,0.118790497,0.916666667,10,1
4,4,0,1,382,28,1,0.528,6,2,4,1,476,0.189,1,53,55,382,2,252,231,0.111344538,0.963636364,2,1
8,8,0,3,1249,19,0,0.679,2,4,10,1,900,0.286,0,28,32,1249,1,262,262,0.031111111,0.875,4,1
7,8,0,3,1129,20,2,0.87,6,3,10,1,501,0.348,0,23,26,1129,1,245,245,0.045908184,0.884615385,3,0
8,8,0,4,1530,10,0,0.909,0,1,5,1,919,0.273,0,11,12,1530,1,227,227,0.011969532,0.916666667,1,0
8,8,0,4,1448,38,3,0.717,3,7,5,1,881,0.302,0,53,60,1448,1,253,253,0.06015891,0.883333333,7,1
8,8,0,4,1432,10,0,0.476,0,3,10,1,502,0.095,0,21,24,1432,2,374,267,0.041832669,0.875,3,1
9,12,0,4,2082,18,1,0.783,2,3,10,1,400,0.391,0,23,26,2082,1,246,246,0.0575,0.884615385,3,0
8,8,0,4,1469,11,2,0.458,3,2,10,1,424,0.208,0,24,26,1469,1,266,266,0.056603774,0.923076923,2,1
7,8,1,4,1510,10,1,0.588,2,2,10,1,185,0.412,0,17,19,1510,1,273,273,0.091891892,0.894736842,2,0
7,8,1,4,1399,38,2,0.792,5,4,10,1,931,0.229,0,48,52,1399,1,252,252,0.051557465,0.923076923,4,1
6,6,0,4,1720,8,1,0.667,1,1,4,1,496,0.083,0,12,13,1720,1,227,227,0.024193548,0.923076923,1,0
6,8,0,4,1442,1,1,0.2,6,1,10,1,809,0,0,5,6,1442,1,247,247,0.00618047,0.833333333,1,0
7,8,0,5,1999,7,4,0.7,5,2,10,1,650,0.5,0,10,12,1999,1,231,231,0.015384615,0.833333333,2,0
6,8,0,5,1777,17,3,0.81,4,1,4,1,400,0.476,0,21,22,1777,2,289,261,0.0525,0.954545455,1,0
7,9,1,3,839,20,6,0.4,9,6,10,1,453,0.22,0,50,56,839,2,219,210,0.110375276,0.892857143,6,0
7,8,1,5,1101,11,1,0.611,1,2,10,1,290,0.222,0,18,20,1101,1,274,274,0.062068966,0.9,2,0
4,5,0,1,408,1,1,0.02,6,2,4,1,900,0.02,1,50,52,408,2,401,267,0.055555556,0.961538462,2,0
4,4,0,1,409,25,2,0.735,2,1,4,1,615,0.118,1,34,35,409,1,233,233,0.055284553,0.971428571,1,1
4,4,0,1,409,22,2,0.71,1,1,4,1,615,0.226,1,31,32,409,1,233,233,0.050406504,0.96875,1,1
7,8,0,3,1194,16,1,0.727,1,1,10,1,419,0.273,0,22,23,1194,1,260,260,0.052505967,0.956521739,1,1
8,8,0,3,1143,4,0,0.667,1,1,10,1,320,0.167,0,6,7,1143,1,256,256,0.01875,0.857142857,1,0
6,8,0,4,1727,5,0,0.833,0,1,1,1,747,0,0,6,7,1727,2,372,218,0.008032129,0.857142857,1,1
7,8,0,4,1699,22,2,0.759,2,3,10,1,350,0.31,0,29,32,1699,1,239,239,0.082857143,0.90625,3,0
8,8,0,3,499,27,3,0.575,3,4,10,1,633,0.085,0,47,51,499,1,248,248,0.074249605,0.921568627,4,1
7,8,0,5,1715,13,2,0.813,4,1,10,1,531,0,0,16,17,1715,1,303,303,0.030131827,0.941176471,1,1
8,8,0,5,449,40,7,0.727,8,2,10,1,600,0.182,0,55,57,449,2,380,254,0.091666667,0.964912281,2,0
7,7,0,6,1846,17,0,0.415,0,2,5,1,275,0.122,0,41,43,1846,1,247,247,0.149090909,0.953488372,2,1
7,8,1,6,1999,4,2,0.286,3,2,10,1,70,0,0,14,16,1999,1,267,267,0.2,0.875,2,0
6,8,0,8,2459,2,0,0.182,0,1,6,1,600,0,0,11,12,2459,1,275,275,0.018333333,0.916666667,1,1
4,4,0,1,398,15,2,0.405,2,1,4,1,449,0.216,1,37,38,398,1,241,241,0.082405345,0.973684211,1,1
10,11,0,3,1318,13,2,0.867,6,2,1,1,530,0.2,0,15,17,1318,1,275,275,0.028301887,0.882352941,2,1
8,8,0,4,1626,19,4,0.826,3,3,5,1,275,0.348,0,23,26,1626,1,261,261,0.083636364,0.884615385,3,1
8,8,0,4,1843,4,2,0.5,4,1,10,1,550,0.125,0,8,9,1843,1,270,270,0.014545455,0.888888889,1,1
8,8,0,4,1519,32,6,0.516,7,4,10,1,410,0.371,0,62,66,1519,1,275,275,0.151219512,0.939393939,4,1
4,5,1,4,1868,15,1,0.682,2,4,4,1,626,0.455,0,22,26,1868,2,408,263,0.03514377,0.846153846,4,0
8,8,0,4,578,6,4,0.667,0,1,2,1,205,0.111,0,9,10,578,1,389,389,0.043902439,0.9,1,0
7,9,0,5,1816,20,1,0.909,6,3,10,1,741,0.182,0,22,25,1816,2,431,278,0.029689609,0.88,3,0
7,8,0,5,1744,21,4,0.84,6,1,10,1,356,0.36,0,25,26,1744,2,375,248,0.070224719,0.961538462,1,1
7,8,1,5,2049,10,2,0.556,3,2,10,1,457,0.111,0,18,20,2049,1,264,264,0.039387309,0.9,2,0
7,8,1,5,2009,18,3,0.75,4,2,5,1,270,0.167,0,24,26,2009,2,396,226,0.088888889,0.923076923,2,0
8,8,0,5,2208,8,6,0.308,7,3,10,1,1587,0.192,0,26,29,2208,2,383,233,0.016383113,0.896551724,3,1
6,8,1,5,1685,9,0,0.75,0,1,10,1,252,0.167,1,12,13,1685,2,438,219,0.047619048,0.923076923,1,0
7,8,1,6,2449,8,3,0.308,6,3,5,1,480,0.385,0,26,29,2449,1,269,269,0.054166667,0.896551724,3,0
8,8,0,6,1009,9,0,0.2,2,4,10,1,201,0.067,1,45,49,1009,1,277,277,0.223880597,0.918367347,4,1
7,8,0,6,2629,32,7,0.681,9,5,10,1,1017,0.34,0,47,52,2629,2,452,264,0.046214356,0.903846154,5,1
6,8,0,7,2419,2,2,0.286,3,1,6,1,1166,0.143,0,7,8,2419,2,374,269,0.006003431,0.875,1,0
6,8,0,6,2567,10,4,0.714,6,1,5,1,1336,0.214,0,14,15,2567,1,268,268,0.010479042,0.933333333,1,1
8,8,0,4,1553,12,2,0.706,4,2,10,1,1100,0.118,0,17,19,1553,1,265,265,0.015454545,0.894736842,2,1
8,8,0,4,1553,17,2,0.81,2,1,10,1,800,0.429,0,21,22,1553,1,265,265,0.02625,0.954545455,1,1
6,8,0,4,1557,19,4,0.594,6,5,10,1,450,0.344,0,32,37,1557,2,381,262,0.071111111,0.864864865,5,1
8,8,0,4,1542,12,2,0.8,1,1,10,1,525,0.133,0,15,16,1542,2,412,381,0.028571429,0.9375,1,1
7,8,0,4,1715,2,4,1,4,1,1,1,526,0,0,2,3,1715,2,395,276,0.003802281,0.666666667,1,1
8,8,0,4,1586,5,4,0.833,5,1,10,1,350,0.333,0,6,7,1586,1,419,419,0.017142857,0.857142857,1,0
8,8,0,4,1275,23,4,0.657,5,2,10,1,729,0.4,0,35,37,1275,2,444,201,0.048010974,0.945945946,2,1
7,8,0,4,1527,2,4,0.667,5,1,1,1,250,0.333,0,3,4,1527,1,383,383,0.012,0.75,1,0
8,8,0,4,1444,35,10,0.376,12,14,10,1,418,0.075,0,93,107,1444,2,431,278,0.222488038,0.869158879,14,1
